,ma_xa,nam_quan_ly,tong_ds,tong_dien_tich,grdp_bq_theo_gia_hh,pn_15_49,tuoi_tho_bq
11929-2019,11929,2019,2495,,,603,
11932-2019,11932,2019,2024,,,463,
11935-2019,11935,2019,700,,,190,
11938-2019,11938,2019,388,,,92,
11941-2019,11941,2019,1769,,,400,
11944-2019,11944,2019,319,,,69,
11947-2019,11947,2019,886,,,211,
11950-2019,11950,2019,9044,,,2160,
11953-2019,11953,2019,10694,,,2654,
11956-2019,11956,2019,9630,,,2388,
11959-2019,11959,2019,6148,,,1419,
11962-2019,11962,2019,5355,,,1267,
11965-2019,11965,2019,7634,,,1755,
11968-2019,11968,2019,4398,,,1000,
11971-2019,11971,2019,9110,,,2132,
11974-2019,11974,2019,8485,,,2032,
11977-2019,11977,2019,4349,,,964,
11980-2019,11980,2019,8829,,,2071,
11983-2019,11983,2019,7373,,,1814,
11986-2019,11986,2019,20228,,,5327,
11989-2019,11989,2019,15875,,,3790,
11992-2019,11992,2019,8592,,,2053,
11995-2019,11995,2019,10546,,,2492,
11998-2019,11998,2019,9209,,,2162,
12001-2019,12001,2019,12133,,,3195,
12004-2019,12004,2019,9784,,,2386,
12007-2019,12007,2019,11614,,,2877,
12010-2019,12010,2019,8847,,,2051,
12013-2019,12013,2019,11445,,,3167,
12016-2019,12016,2019,12948,,,3760,
12019-2019,12019,2019,11341,,,2751,
12022-2019,12022,2019,15740,,,4136,
12025-2019,12025,2019,6752,,,1665,
12028-2019,12028,2019,6611,,,1561,
12031-2019,12031,2019,10405,,,2504,
12034-2019,12034,2019,13651,,,3243,
12037-2019,12037,2019,13968,,,3624,
12040-2019,12040,2019,10723,,,2560,
12043-2019,12043,2019,13562,,,3208,
12046-2019,12046,2019,7616,,,1901,
12049-2019,12049,2019,10185,,,2413,
12052-2019,12052,2019,14393,,,3516,
12055-2019,12055,2019,9517,,,2478,
12058-2019,12058,2019,6510,,,1684,
12061-2019,12061,2019,11992,,,2760,
12064-2019,12064,2019,6568,,,1548,
12067-2019,12067,2019,16203,,,4980,
12070-2019,12070,2019,7714,,,1857,
12073-2019,12073,2019,10065,,,2498,
12076-2019,12076,2019,9583,,,2211,
12079-2019,12079,2019,13796,,,3331,
12082-2019,12082,2019,4148,,,978,
12085-2019,12085,2019,11934,,,2887,
12088-2019,12088,2019,5903,,,1349,
12091-2019,12091,2019,4733,,,1144,
12094-2019,12094,2019,8372,,,2003,
12097-2019,12097,2019,6681,,,1555,
12100-2019,12100,2019,7866,,,1774,
12103-2019,12103,2019,14262,,,3654,
12106-2019,12106,2019,8284,,,1981,
12109-2019,12109,2019,11080,,,2571,
12112-2019,12112,2019,8202,,,1957,
12115-2019,12115,2019,9368,,,2238,
12118-2019,12118,2019,12077,,,3100,
12121-2019,12121,2019,12108,,,2937,
12124-2019,12124,2019,6857,,,1641,
12127-2019,12127,2019,8653,,,2096,
12130-2019,12130,2019,6012,,,1426,
12133-2019,12133,2019,4678,,,1104,
12136-2019,12136,2019,6094,,,1412,
12139-2019,12139,2019,4450,,,1125,
12142-2019,12142,2019,9443,,,2169,
12145-2019,12145,2019,7999,,,1838,
12148-2019,12148,2019,7706,,,1824,
12151-2019,12151,2019,7002,,,1589,
12154-2019,12154,2019,8654,,,1960,
12157-2019,12157,2019,4588,,,1031,
12160-2019,12160,2019,7073,,,1615,
12163-2019,12163,2019,5748,,,1237,
12166-2019,12166,2019,9717,,,2383,
12169-2019,12169,2019,6153,,,1357,
12172-2019,12172,2019,6593,,,1483,
12175-2019,12175,2019,5024,,,1190,
12178-2019,12178,2019,6093,,,1317,
12181-2019,12181,2019,4591,,,1029,
12184-2019,12184,2019,6250,,,1426,
12187-2019,12187,2019,5361,,,1221,
12190-2019,12190,2019,7896,,,1805,
12193-2019,12193,2019,4774,,,1099,
12196-2019,12196,2019,4111,,,865,
12199-2019,12199,2019,4104,,,836,
12202-2019,12202,2019,5195,,,1174,
12205-2019,12205,2019,8015,,,1901,
12208-2019,12208,2019,8753,,,2053,
12211-2019,12211,2019,8400,,,2019,
12214-2019,12214,2019,5497,,,1260,
12217-2019,12217,2019,6391,,,1467,
12220-2019,12220,2019,5083,,,1160,
12223-2019,12223,2019,13193,,,3144,
12226-2019,12226,2019,10227,,,2413,
12229-2019,12229,2019,7084,,,1634,
12232-2019,12232,2019,9393,,,2205,
12235-2019,12235,2019,6688,,,1626,
12238-2019,12238,2019,8884,,,2057,
12241-2019,12241,2019,5066,,,1113,
12244-2019,12244,2019,8595,,,1980,
12247-2019,12247,2019,10196,,,2467,
12250-2019,12250,2019,5735,,,1306,
12253-2019,12253,2019,10852,,,2450,
12256-2019,12256,2019,7352,,,1636,
12259-2019,12259,2019,4487,,,1027,
12262-2019,12262,2019,7080,,,1592,
12265-2019,12265,2019,5385,,,1245,
12268-2019,12268,2019,7039,,,1660,
12271-2019,12271,2019,6990,,,1557,
12274-2019,12274,2019,6019,,,1429,
12277-2019,12277,2019,4940,,,1099,
12280-2019,12280,2019,9987,,,2318,
12283-2019,12283,2019,6537,,,1562,
12286-2019,12286,2019,9673,,,2295,
12289-2019,12289,2019,6665,,,1501,
12292-2019,12292,2019,7717,,,1739,
12295-2019,12295,2019,6520,,,1505,
12298-2019,12298,2019,6356,,,1470,
12301-2019,12301,2019,6649,,,1468,
12304-2019,12304,2019,6616,,,1480,
12307-2019,12307,2019,4319,,,997,
12310-2019,12310,2019,6264,,,1445,
12313-2019,12313,2019,5524,,,1186,
12316-2019,12316,2019,7723,,,1683,
12319-2019,12319,2019,6086,,,1283,
12322-2019,12322,2019,6739,,,1483,
12325-2019,12325,2019,5911,,,1369,
12328-2019,12328,2019,8269,,,1904,
12331-2019,12331,2019,6390,,,1468,
12334-2019,12334,2019,4479,,,1034,
12337-2019,12337,2019,5105,,,1219,
12340-2019,12340,2019,6072,,,1336,
12343-2019,12343,2019,5122,,,1152,
12346-2019,12346,2019,7296,,,1656,
12349-2019,12349,2019,8374,,,2055,
12352-2019,12352,2019,5752,,,1285,
12355-2019,12355,2019,8090,,,1829,
12358-2019,12358,2019,4308,,,1026,
12361-2019,12361,2019,4886,,,1072,
12364-2019,12364,2019,5569,,,1208,
12367-2019,12367,2019,8517,,,1952,
12370-2019,12370,2019,6877,,,1514,
12373-2019,12373,2019,6058,,,1319,
12376-2019,12376,2019,6567,,,1457,
12379-2019,12379,2019,4232,,,999,
12382-2019,12382,2019,5221,,,1190,
12385-2019,12385,2019,4749,,,992,
12388-2019,12388,2019,4076,,,929,
12391-2019,12391,2019,6190,,,1506,
12394-2019,12394,2019,4942,,,1089,
12397-2019,12397,2019,4518,,,962,
12400-2019,12400,2019,6365,,,1434,
12403-2019,12403,2019,4602,,,1043,
12406-2019,12406,2019,8501,,,1846,
12409-2019,12409,2019,6040,,,1253,
12412-2019,12412,2019,9884,,,2225,
12415-2019,12415,2019,4457,,,993,
12418-2019,12418,2019,4084,,,960,
12421-2019,12421,2019,4724,,,1100,
12424-2019,12424,2019,4585,,,1043,
12427-2019,12427,2019,4820,,,1035,
12430-2019,12430,2019,6203,,,1286,
12433-2019,12433,2019,5536,,,1211,
12436-2019,12436,2019,12601,,,2805,
12439-2019,12439,2019,5944,,,1338,
12442-2019,12442,2019,17409,,,4616,
12445-2019,12445,2019,14837,,,3783,
12448-2019,12448,2019,6130,,,1436,
12451-2019,12451,2019,13686,,,3411,
12452-2019,12452,2019,8780,,,2109,
12454-2019,12454,2019,21211,,,5154,
12457-2019,12457,2019,9166,,,2116,
12460-2019,12460,2019,14675,,,3497,
12463-2019,12463,2019,12362,,,3374,
12466-2019,12466,2019,9591,,,2277,
12469-2019,12469,2019,12569,,,3073,
12472-2019,12472,2019,4862,,,1021,
12475-2019,12475,2019,8909,,,2064,
12478-2019,12478,2019,7125,,,1614,
12481-2019,12481,2019,7291,,,1683,
12484-2019,12484,2019,3550,,,766,
12487-2019,12487,2019,5708,,,1243,
12490-2019,12490,2019,4156,,,868,
12493-2019,12493,2019,9677,,,2092,
12496-2019,12496,2019,5749,,,1248,
12499-2019,12499,2019,4300,,,940,
12502-2019,12502,2019,4811,,,1080,
12505-2019,12505,2019,11453,,,2557,
12508-2019,12508,2019,4092,,,830,
12511-2019,12511,2019,4307,,,1007,
12514-2019,12514,2019,8787,,,1880,
12517-2019,12517,2019,8585,,,1844,
12520-2019,12520,2019,7849,,,1768,
12523-2019,12523,2019,8742,,,2020,
12526-2019,12526,2019,5592,,,1234,
12529-2019,12529,2019,7695,,,1691,
12532-2019,12532,2019,5077,,,1084,
12535-2019,12535,2019,6149,,,1405,
12538-2019,12538,2019,4317,,,936,
12541-2019,12541,2019,4916,,,1151,
12547-2019,12547,2019,6063,,,1354,
12550-2019,12550,2019,6473,,,1487,
12553-2019,12553,2019,5275,,,1168,
12556-2019,12556,2019,3885,,,866,
12559-2019,12559,2019,8734,,,1978,
12562-2019,12562,2019,6373,,,1383,
12565-2019,12565,2019,8188,,,1876,
12568-2019,12568,2019,4187,,,903,
12571-2019,12571,2019,5099,,,1111,
12574-2019,12574,2019,8662,,,1961,
12577-2019,12577,2019,6191,,,1324,
12580-2019,12580,2019,4566,,,1007,
12583-2019,12583,2019,9905,,,2279,
12586-2019,12586,2019,9285,,,2120,
12589-2019,12589,2019,9780,,,2120,
12592-2019,12592,2019,11462,,,2495,
12595-2019,12595,2019,7130,,,1654,
12598-2019,12598,2019,4451,,,985,
12601-2019,12601,2019,5342,,,1162,
12604-2019,12604,2019,10276,,,2313,
12607-2019,12607,2019,4806,,,1112,
12610-2019,12610,2019,6865,,,1616,
12613-2019,12613,2019,13977,,,3154,
12616-2019,12616,2019,7822,,,1853,
12619-2019,12619,2019,7330,,,1692,
12622-2019,12622,2019,5615,,,1251,
12625-2019,12625,2019,5945,,,1318,
12628-2019,12628,2019,5634,,,1302,
12631-2019,12631,2019,7882,,,1782,
12634-2019,12634,2019,5078,,,1144,
12637-2019,12637,2019,5535,,,1321,
12640-2019,12640,2019,6809,,,1617,
12643-2019,12643,2019,8501,,,1973,
12646-2019,12646,2019,8581,,,2000,
12649-2019,12649,2019,5121,,,1115,
12652-2019,12652,2019,9509,,,2159,
12655-2019,12655,2019,3583,,,839,
12656-2019,12656,2019,6762,,,1657,
12658-2019,12658,2019,5603,,,1282,
12661-2019,12661,2019,9177,,,2105,
12664-2019,12664,2019,7942,,,1943,
12667-2019,12667,2019,5390,,,1223,
12670-2019,12670,2019,6121,,,1471,
12673-2019,12673,2019,7093,,,1670,
12676-2019,12676,2019,6578,,,1527,
12679-2019,12679,2019,6879,,,1575,
12682-2019,12682,2019,6456,,,1486,
12685-2019,12685,2019,8823,,,1940,
12688-2019,12688,2019,4332,,,1039,
12691-2019,12691,2019,4065,,,860,
12694-2019,12694,2019,8819,,,2098,
12697-2019,12697,2019,7086,,,1596,
12700-2019,12700,2019,5220,,,1148,
12703-2019,12703,2019,8632,,,1773,
12706-2019,12706,2019,6870,,,1479,
12709-2019,12709,2019,7195,,,1671,
12712-2019,12712,2019,7515,,,1713,
12715-2019,12715,2019,4944,,,1117,
12718-2019,12718,2019,10592,,,2386,
12721-2019,12721,2019,5273,,,1182,
12724-2019,12724,2019,5402,,,1245,
12727-2019,12727,2019,4920,,,1169,
12730-2019,12730,2019,6408,,,1418,
12733-2019,12733,2019,6446,,,1480,
12736-2019,12736,2019,4453,,,1019,
12739-2019,12739,2019,6683,,,1582,
12745-2019,12745,2019,4289,,,992,
12748-2019,12748,2019,5950,,,1289,
12751-2019,12751,2019,4844,,,1031,
12754-2019,12754,2019,4688,,,1033,
12757-2019,12757,2019,8338,,,1913,
12760-2019,12760,2019,6165,,,1346,
12763-2019,12763,2019,3090,,,642,
12769-2019,12769,2019,5797,,,1266,
12772-2019,12772,2019,7559,,,1755,
12775-2019,12775,2019,4876,,,1047,
12778-2019,12778,2019,4137,,,893,
12784-2019,12784,2019,7161,,,1549,
12790-2019,12790,2019,5846,,,1330,
12793-2019,12793,2019,2428,,,499,
12796-2019,12796,2019,5457,,,1216,
12799-2019,12799,2019,6440,,,1445,
12802-2019,12802,2019,6898,,,1549,
12808-2019,12808,2019,5102,,,1071,
12811-2019,12811,2019,2846,,,605,
12817-2019,12817,2019,7047,,,1597,
12820-2019,12820,2019,4326,,,953,
12823-2019,12823,2019,4749,,,1145,
12826-2019,12826,2019,10276,,,2256,
12832-2019,12832,2019,8199,,,1761,
12841-2019,12841,2019,3838,,,811,
12844-2019,12844,2019,7134,,,1570,
12847-2019,12847,2019,4112,,,912,
12850-2019,12850,2019,6204,,,1319,
12853-2019,12853,2019,5147,,,1153,
12856-2019,12856,2019,4040,,,846,
12859-2019,12859,2019,5271,,,1101,
12862-2019,12862,2019,8586,,,1908,
12865-2019,12865,2019,5227,,,1172,
12868-2019,12868,2019,6648,,,1485,
12871-2019,12871,2019,5095,,,1165,
12874-2019,12874,2019,4437,,,1056,
12877-2019,12877,2019,4331,,,917,
12880-2019,12880,2019,5330,,,1233,
12889-2019,12889,2019,7974,,,1770,
12892-2019,12892,2019,4547,,,972,
12898-2019,12898,2019,6558,,,1510,
12901-2019,12901,2019,8217,,,1888,
12904-2019,12904,2019,8214,,,1815,
12907-2019,12907,2019,6372,,,1520,
12910-2019,12910,2019,7005,,,1599,
12916-2019,12916,2019,3273,,,640,
12919-2019,12919,2019,5970,,,1274,
12922-2019,12922,2019,5954,,,1145,
12925-2019,12925,2019,5793,,,1248,
12934-2019,12934,2019,7113,,,1576,
12937-2019,12937,2019,5031,,,995,
12940-2019,12940,2019,5894,,,1394,
12943-2019,12943,2019,4253,,,916,
12949-2019,12949,2019,6615,,,1456,
12958-2019,12958,2019,3312,,,698,
12961-2019,12961,2019,4421,,,860,
12964-2019,12964,2019,3834,,,744,
12967-2019,12967,2019,6193,,,1437,
12970-2019,12970,2019,7020,,,1571,
12976-2019,12976,2019,3637,,,790,
12979-2019,12979,2019,4781,,,1061,
12982-2019,12982,2019,4957,,,1067,
12985-2019,12985,2019,4525,,,951,
12988-2019,12988,2019,6301,,,1567,
12991-2019,12991,2019,6421,,,1402,
12994-2019,12994,2019,5764,,,1352,
12997-2019,12997,2019,4623,,,1031,
13000-2019,13000,2019,6218,,,1451,
13003-2019,13003,2019,8439,,,1927,
13009-2019,13009,2019,5988,,,1345,
13012-2019,13012,2019,6705,,,1452,
13018-2019,13018,2019,6834,,,1596,
13021-2019,13021,2019,6512,,,1413,
13024-2019,13024,2019,5180,,,1136,
13027-2019,13027,2019,6070,,,1333,
13030-2019,13030,2019,4357,,,936,
13033-2019,13033,2019,4172,,,896,
13036-2019,13036,2019,2927,,,703,
13039-2019,13039,2019,9108,,,2152,
13042-2019,13042,2019,8126,,,1835,
13045-2019,13045,2019,7159,,,1639,
13048-2019,13048,2019,8349,,,1901,
13051-2019,13051,2019,6780,,,1597,
13054-2019,13054,2019,6574,,,1456,
13057-2019,13057,2019,6885,,,1516,
13060-2019,13060,2019,11575,,,2712,
13063-2019,13063,2019,10263,,,2310,
13066-2019,13066,2019,5087,,,1165,
13069-2019,13069,2019,9421,,,2056,
13072-2019,13072,2019,4447,,,1015,
13075-2019,13075,2019,9075,,,1985,
13078-2019,13078,2019,6286,,,1387,
13081-2019,13081,2019,6372,,,1414,
13084-2019,13084,2019,8201,,,1842,
13087-2019,13087,2019,4101,,,939,
13090-2019,13090,2019,8339,,,1836,
13093-2019,13093,2019,5631,,,1205,
13096-2019,13096,2019,7454,,,1737,
13102-2019,13102,2019,5906,,,1153,
13108-2019,13108,2019,10956,,,2614,
13111-2019,13111,2019,6326,,,1456,
13114-2019,13114,2019,6342,,,1411,
13117-2019,13117,2019,5748,,,1264,
13120-2019,13120,2019,6372,,,1526,
13123-2019,13123,2019,3080,,,653,
13126-2019,13126,2019,9262,,,2157,
13129-2019,13129,2019,4013,,,884,
13132-2019,13132,2019,4664,,,975,
13135-2019,13135,2019,6004,,,1342,
13138-2019,13138,2019,6039,,,1307,
13141-2019,13141,2019,5187,,,1238,
13144-2019,13144,2019,9450,,,2076,
13150-2019,13150,2019,5591,,,1204,
13153-2019,13153,2019,4392,,,876,
13156-2019,13156,2019,5249,,,1225,
13159-2019,13159,2019,6301,,,1488,
13162-2019,13162,2019,5446,,,1228,
13165-2019,13165,2019,8270,,,1800,
13171-2019,13171,2019,6334,,,1525,
13174-2019,13174,2019,4506,,,985,
13177-2019,13177,2019,6724,,,1402,
13180-2019,13180,2019,5859,,,1240,
13183-2019,13183,2019,5321,,,1170,
13186-2019,13186,2019,9003,,,2003,
13189-2019,13189,2019,5796,,,1358,
13192-2019,13192,2019,4530,,,1002,
13195-2019,13195,2019,5939,,,1182,
13198-2019,13198,2019,5104,,,1069,
13201-2019,13201,2019,8038,,,1781,
13204-2019,13204,2019,5290,,,1114,
13207-2019,13207,2019,6385,,,1509,
13210-2019,13210,2019,9057,,,2140,
13213-2019,13213,2019,7320,,,1591,
13216-2019,13216,2019,8034,,,1812,
13219-2019,13219,2019,11569,,,2600,
13222-2019,13222,2019,10274,,,2404,
13225-2019,13225,2019,6676,,,1967,
13228-2019,13228,2019,8061,,,1996,
13231-2019,13231,2019,4675,,,995,
13234-2019,13234,2019,8569,,,2094,
13237-2019,13237,2019,5733,,,1322,
13240-2019,13240,2019,8936,,,2079,
13243-2019,13243,2019,10305,,,2456,
13246-2019,13246,2019,6322,,,1475,
13249-2019,13249,2019,7186,,,1670,
13252-2019,13252,2019,7536,,,1849,
13255-2019,13255,2019,10799,,,2564,
13258-2019,13258,2019,6467,,,1495,
13261-2019,13261,2019,7830,,,1824,
13264-2019,13264,2019,9679,,,2180,
13267-2019,13267,2019,4639,,,962,
13270-2019,13270,2019,5977,,,1319,
13273-2019,13273,2019,9765,,,2319,
13276-2019,13276,2019,6395,,,1444,
13279-2019,13279,2019,8971,,,1999,
13282-2019,13282,2019,8197,,,1717,
13285-2019,13285,2019,6429,,,1510,
13288-2019,13288,2019,4820,,,1109,
13291-2019,13291,2019,19901,,,5262,
13294-2019,13294,2019,7639,,,1940,
13297-2019,13297,2019,7516,,,1857,
13300-2019,13300,2019,9174,,,2234,
13303-2019,13303,2019,7633,,,1795,
13306-2019,13306,2019,10472,,,2555,
13309-2019,13309,2019,6553,,,1592,
13312-2019,13312,2019,6737,,,1639,
13315-2019,13315,2019,7022,,,1667,
13318-2019,13318,2019,10368,,,2605,
13321-2019,13321,2019,8252,,,2169,
13324-2019,13324,2019,4623,,,1112,
13327-2019,13327,2019,6844,,,1588,
13330-2019,13330,2019,15838,,,3645,
13333-2019,13333,2019,9899,,,2451,
13336-2019,13336,2019,7214,,,1796,
13339-2019,13339,2019,4312,,,1013,
13342-2019,13342,2019,6010,,,1442,
13345-2019,13345,2019,9510,,,2197,
13348-2019,13348,2019,12567,,,2923,
13351-2019,13351,2019,9038,,,2118,
13354-2019,13354,2019,7857,,,1852,
13357-2019,13357,2019,9190,,,2235,
13360-2019,13360,2019,8420,,,1810,
13363-2019,13363,2019,4981,,,1116,
13366-2019,13366,2019,5088,,,1130,
13369-2019,13369,2019,5873,,,1311,
13372-2019,13372,2019,4761,,,1100,
13381-2019,13381,2019,4470,,,1030,
13384-2019,13384,2019,5806,,,1301,
13387-2019,13387,2019,6651,,,1501,
13390-2019,13390,2019,7718,,,1776,
13393-2019,13393,2019,8787,,,2094,
13396-2019,13396,2019,7347,,,1761,
13399-2019,13399,2019,5258,,,1198,
13402-2019,13402,2019,10347,,,2619,
13405-2019,13405,2019,9779,,,2244,
13408-2019,13408,2019,5853,,,1380,
13411-2019,13411,2019,9940,,,2212,
13414-2019,13414,2019,4560,,,1016,
13417-2019,13417,2019,7659,,,1834,
13420-2019,13420,2019,5727,,,1203,
13423-2019,13423,2019,5666,,,1284,
13426-2019,13426,2019,5965,,,1305,
13429-2019,13429,2019,4949,,,1152,
13432-2019,13432,2019,4151,,,1049,
13435-2019,13435,2019,8596,,,1985,
13438-2019,13438,2019,6478,,,1564,
13441-2019,13441,2019,10452,,,2586,
13444-2019,13444,2019,4281,,,1010,
13447-2019,13447,2019,5508,,,1233,
13450-2019,13450,2019,4498,,,1003,
13453-2019,13453,2019,11027,,,2577,
13456-2019,13456,2019,7658,,,1691,
13459-2019,13459,2019,7924,,,1967,
13465-2019,13465,2019,5232,,,1138,
13468-2019,13468,2019,6781,,,1519,
13471-2019,13471,2019,5558,,,1265,
13474-2019,13474,2019,5994,,,1368,
13477-2019,13477,2019,6058,,,1325,
13480-2019,13480,2019,5113,,,1149,
13483-2019,13483,2019,7652,,,1667,
13486-2019,13486,2019,7767,,,1802,
13489-2019,13489,2019,10217,,,2362,
13492-2019,13492,2019,4575,,,974,
13495-2019,13495,2019,6735,,,1460,
13498-2019,13498,2019,9276,,,2090,
13501-2019,13501,2019,6419,,,1490,
13504-2019,13504,2019,12299,,,2741,
13507-2019,13507,2019,8706,,,1977,
13510-2019,13510,2019,9500,,,2071,
13513-2019,13513,2019,5257,,,1159,
13516-2019,13516,2019,7066,,,1516,
13519-2019,13519,2019,7489,,,1582,
13522-2019,13522,2019,5732,,,1232,
13525-2019,13525,2019,5286,,,1129,
13528-2019,13528,2019,5818,,,1252,
13531-2019,13531,2019,5866,,,1280,
13534-2019,13534,2019,4252,,,893,
13540-2019,13540,2019,8141,,,1829,
13543-2019,13543,2019,8888,,,1972,
13546-2019,13546,2019,6246,,,1368,
13552-2019,13552,2019,8470,,,1924,
13555-2019,13555,2019,6605,,,1467,
13558-2019,13558,2019,5840,,,1230,
13561-2019,13561,2019,10358,,,2280,
13567-2019,13567,2019,10248,,,2301,
13570-2019,13570,2019,9231,,,1971,
13573-2019,13573,2019,9612,,,2124,
13576-2019,13576,2019,10265,,,2154,
13579-2019,13579,2019,6705,,,1494,
13582-2019,13582,2019,9548,,,2204,
13585-2019,13585,2019,6482,,,1481,
13588-2019,13588,2019,8210,,,1779,
13591-2019,13591,2019,9373,,,2078,
13594-2019,13594,2019,3851,,,787,
13597-2019,13597,2019,5246,,,1191,
13600-2019,13600,2019,9045,,,2017,
13606-2019,13606,2019,8275,,,1817,
13609-2019,13609,2019,5424,,,1186,
13612-2019,13612,2019,4936,,,1059,
13615-2019,13615,2019,9152,,,2000,
13618-2019,13618,2019,5506,,,1162,
13621-2019,13621,2019,9076,,,1935,
13624-2019,13624,2019,6656,,,1485,
13627-2019,13627,2019,9431,,,2099,
13630-2019,13630,2019,14429,,,3353,
13633-2019,13633,2019,14481,,,3559,
13636-2019,13636,2019,11699,,,2647,
13639-2019,13639,2019,6232,,,1345,
13642-2019,13642,2019,8222,,,1884,
13645-2019,13645,2019,8228,,,1955,
13648-2019,13648,2019,12727,,,2888,
13651-2019,13651,2019,4834,,,975,
13654-2019,13654,2019,4697,,,1087,
13657-2019,13657,2019,12095,,,2760,
13660-2019,13660,2019,6371,,,1348,
13663-2019,13663,2019,4195,,,852,
13666-2019,13666,2019,4626,,,957,
13669-2019,13669,2019,7675,,,1634,
13672-2019,13672,2019,9854,,,2126,
13675-2019,13675,2019,10761,,,2363,
13678-2019,13678,2019,9127,,,2129,
13681-2019,13681,2019,7088,,,1665,
13684-2019,13684,2019,12565,,,3213,
13687-2019,13687,2019,16905,,,4387,
13690-2019,13690,2019,5713,,,1322,
13693-2019,13693,2019,11785,,,2775,
13696-2019,13696,2019,8529,,,2022,
13699-2019,13699,2019,20625,,,4979,
13702-2019,13702,2019,8473,,,1987,
13705-2019,13705,2019,7195,,,1723,
13708-2019,13708,2019,5051,,,1117,
13711-2019,13711,2019,7692,,,1688,
13714-2019,13714,2019,5214,,,1204,
13717-2019,13717,2019,8415,,,1878,
13720-2019,13720,2019,5313,,,1199,
13723-2019,13723,2019,11139,,,2554,
13726-2019,13726,2019,8332,,,1947,
13729-2019,13729,2019,6627,,,1459,
13732-2019,13732,2019,6282,,,1386,
13735-2019,13735,2019,4121,,,880,
13738-2019,13738,2019,4235,,,919,
13741-2019,13741,2019,7338,,,1670,
13744-2019,13744,2019,7067,,,1452,
13747-2019,13747,2019,7233,,,1522,
13750-2019,13750,2019,5055,,,1032,
13753-2019,13753,2019,6231,,,1322,
13756-2019,13756,2019,7400,,,1552,
13759-2019,13759,2019,5389,,,1251,
13762-2019,13762,2019,5024,,,1077,
13765-2019,13765,2019,5740,,,1254,
13768-2019,13768,2019,5823,,,1319,
13771-2019,13771,2019,4673,,,1024,
13774-2019,13774,2019,8886,,,1966,
13777-2019,13777,2019,14300,,,3211,
13780-2019,13780,2019,9209,,,2069,
13783-2019,13783,2019,9696,,,2142,
13786-2019,13786,2019,9544,,,1993,
13789-2019,13789,2019,5918,,,1279,
13792-2019,13792,2019,6021,,,1336,
13795-2019,13795,2019,10851,,,2432,
13798-2019,13798,2019,5534,,,1036,
13801-2019,13801,2019,3363,,,685,
13804-2019,13804,2019,5210,,,1043,
13807-2019,13807,2019,5538,,,1148,
13810-2019,13810,2019,6971,,,1484,
13813-2019,13813,2019,4363,,,908,
13816-2019,13816,2019,4151,,,825,
13819-2019,13819,2019,5613,,,1241,
13822-2019,13822,2019,6306,,,1319,
13825-2019,13825,2019,7630,,,1640,
13828-2019,13828,2019,7136,,,1537,
13831-2019,13831,2019,5158,,,1106,
13834-2019,13834,2019,7983,,,1643,
13840-2019,13840,2019,4069,,,806,
13843-2019,13843,2019,5371,,,1109,
13846-2019,13846,2019,6072,,,1278,
13849-2019,13849,2019,12004,,,2697,
13852-2019,13852,2019,6496,,,1392,
13855-2019,13855,2019,5318,,,1084,
13858-2019,13858,2019,4460,,,921,
13861-2019,13861,2019,12263,,,2629,
13864-2019,13864,2019,10938,,,2329,
13867-2019,13867,2019,7319,,,1524,
13870-2019,13870,2019,8846,,,1867,
13873-2019,13873,2019,8432,,,1744,
